race,age,sexe,sterilise,poids,region,freq_soins,cout_moyen
Golden Retriever,8.6,M,0,34.0,Île-de-France,2,474.39
Husky,11.0,M,0,33.3,Nouvelle-Aquitaine,0,402.13
Berger Allemand,2.5,M,1,40.4,Auvergne-Rhône-Alpes,0,224.28
Rottweiler,1.1,F,1,42.1,Auvergne-Rhône-Alpes,2,247.75
Rottweiler,9.8,F,1,40.9,Hauts-de-France,2,554.12
Teckel,9.3,M,1,7.3,Auvergne-Rhône-Alpes,4,369.48
Chihuahua,2.8,F,0,2.7,Hauts-de-France,0,70.37
Beagle,4.7,F,0,15.2,Occitanie,3,217.16
Caniche,13.2,M,0,12.1,Occitanie,3,90.49
Labrador,12.2,M,1,28.2,Autres,2,801.51
Chihuahua,2.1,F,1,2.4,Nouvelle-Aquitaine,1,34.64
Caniche,6.8,F,0,11.0,Nouvelle-Aquitaine,1,274.61
Labrador,8.3,M,0,34.4,Occitanie,1,524.34
Chihuahua,9.5,F,0,3.0,Nouvelle-Aquitaine,2,198.64
Labrador,10.7,M,1,30.4,Autres,2,40.43
Chihuahua,0.7,M,1,3.2,Hauts-de-France,0,46.08
Caniche,13.4,M,1,10.3,Auvergne-Rhône-Alpes,1,294.9
Bouledogue français,14.6,F,0,12.2,Île-de-France,2,202.45
Teckel,6.6,F,1,7.9,Occitanie,0,449.7
Husky,10.4,F,0,20.0,Occitanie,1,937.68
Bouledogue français,11.4,M,1,11.9,Nouvelle-Aquitaine,0,124.84
Beagle,13.2,F,0,15.1,Auvergne-Rhône-Alpes,0,216.86
Bouledogue français,13.8,F,1,14.0,Hauts-de-France,4,128.64
Golden Retriever,11.2,F,1,29.0,Autres,2,43.11
Husky,2.5,F,1,28.6,Autres,1,668.3
Labrador,3.1,F,1,22.3,Hauts-de-France,2,135.11
Bouledogue français,1.5,F,0,11.3,Hauts-de-France,3,47.8
Berger Allemand,10.8,F,0,37.2,Auvergne-Rhône-Alpes,2,104.58
Yorkshire,9.4,M,0,4.8,Île-de-France,4,615.45
Caniche,0.6,F,0,11.5,Nouvelle-Aquitaine,1,137.64
Rottweiler,11.4,M,1,53.0,Nouvelle-Aquitaine,1,410.0
Husky,6.9,M,1,28.0,Autres,2,40.98
Teckel,5.2,M,1,7.5,Nouvelle-Aquitaine,0,271.46
Chihuahua,2.6,F,1,3.5,Île-de-France,2,34.32
Caniche,8.7,M,1,8.4,Île-de-France,4,196.15
Rottweiler,8.8,F,1,48.6,Occitanie,1,245.37
Beagle,2.6,M,1,10.9,Autres,2,408.89
Chihuahua,1.0,F,0,2.9,Autres,2,330.11
Chihuahua,1.2,F,1,2.7,Occitanie,2,119.56
Caniche,1.6,M,1,7.3,Autres,1,63.39
Caniche,12.9,M,1,10.1,Hauts-de-France,2,216.35
Croisé,7.7,F,1,16.2,Île-de-France,4,111.05
Berger Allemand,7.9,M,1,30.3,Autres,3,498.5
Chihuahua,0.9,F,0,3.0,Île-de-France,0,450.51
Rottweiler,0.8,F,0,41.1,Hauts-de-France,3,292.73
Bouledogue français,3.6,M,1,10.3,Nouvelle-Aquitaine,1,144.89
Chihuahua,3.8,M,0,2.6,Occitanie,0,189.09
Berger Allemand,13.8,M,0,41.3,Hauts-de-France,5,660.5
Husky,10.4,M,1,30.5,Auvergne-Rhône-Alpes,2,627.09
Golden Retriever,1.3,F,1,29.7,Autres,3,413.53
Golden Retriever,8.7,F,0,28.3,Hauts-de-France,2,169.59
Caniche,11.7,M,1,11.5,Auvergne-Rhône-Alpes,3,175.55
Croisé,10.8,F,0,16.0,Autres,6,269.82
Rottweiler,6.9,F,1,50.0,Autres,1,576.05
Husky,9.5,M,0,27.8,Nouvelle-Aquitaine,2,841.24
Berger Allemand,6.9,F,1,33.6,Nouvelle-Aquitaine,0,354.03
Rottweiler,4.9,F,0,37.1,Île-de-France,1,158.82
Croisé,2.2,F,0,24.5,Hauts-de-France,1,108.67
Labrador,2.7,M,1,24.3,Occitanie,1,47.77
Yorkshire,14.3,M,1,4.1,Hauts-de-France,5,237.28
Rottweiler,8.7,F,0,48.2,Auvergne-Rhône-Alpes,2,332.58
Labrador,2.9,M,0,25.8,Hauts-de-France,1,164.35
Chihuahua,1.7,M,0,3.5,Île-de-France,2,173.77
Beagle,3.6,F,0,15.7,Île-de-France,2,577.79
Husky,11.1,F,0,32.2,Autres,2,281.82
Husky,6.0,M,1,29.9,Auvergne-Rhône-Alpes,3,116.06
Husky,2.4,F,0,27.9,Occitanie,1,179.87
Chihuahua,4.5,M,1,3.0,Autres,4,164.2
Berger Allemand,8.8,F,1,25.4,Occitanie,1,35.29
Caniche,1.3,M,0,12.8,Auvergne-Rhône-Alpes,1,335.35
Berger Allemand,7.7,F,1,39.0,Occitanie,1,953.99
Beagle,14.2,M,0,15.3,Auvergne-Rhône-Alpes,2,329.38
Berger Allemand,11.3,M,1,42.5,Auvergne-Rhône-Alpes,0,313.58
Croisé,7.8,F,1,18.6,Hauts-de-France,2,235.68
Teckel,1.3,M,1,8.7,Hauts-de-France,3,142.75
Caniche,5.0,M,1,7.9,Hauts-de-France,1,96.36
Caniche,14.1,F,1,11.5,Occitanie,2,385.75
Caniche,5.0,M,0,8.6,Autres,1,305.63
Beagle,6.2,M,1,9.7,Occitanie,0,121.79
Teckel,5.5,F,1,10.7,Auvergne-Rhône-Alpes,0,159.15
Yorkshire,14.8,F,0,4.3,Île-de-France,0,351.84
Labrador,12.9,M,1,29.8,Île-de-France,2,253.54
Labrador,1.7,F,1,36.4,Nouvelle-Aquitaine,1,562.18
Bouledogue français,12.5,F,1,11.8,Nouvelle-Aquitaine,1,547.57
Yorkshire,6.6,F,1,5.4,Autres,1,127.36
Beagle,10.0,M,1,14.0,Auvergne-Rhône-Alpes,0,37.51
Bouledogue français,10.8,M,0,12.6,Occitanie,3,366.19
Teckel,13.1,M,1,7.5,Auvergne-Rhône-Alpes,1,188.76
Labrador,7.2,M,1,36.5,Hauts-de-France,1,611.1
Labrador,2.1,M,1,36.5,Auvergne-Rhône-Alpes,1,312.57
Beagle,7.1,F,1,15.4,Occitanie,1,608.59
Yorkshire,9.5,M,1,5.1,Occitanie,1,169.0
Golden Retriever,4.3,M,0,22.8,Occitanie,0,383.98
Husky,7.8,M,0,24.4,Auvergne-Rhône-Alpes,4,567.94
Teckel,12.0,M,0,7.9,Île-de-France,4,291.44
Bouledogue français,13.0,F,1,12.7,Auvergne-Rhône-Alpes,3,231.19
Teckel,1.9,M,0,9.1,Occitanie,1,142.66
Golden Retriever,5.5,F,1,31.1,Nouvelle-Aquitaine,1,188.58
Chihuahua,8.4,F,0,3.6,Autres,2,133.3
Labrador,4.1,F,1,41.7,Île-de-France,1,880.32
Berger Allemand,7.1,F,1,30.9,Autres,2,391.82
Teckel,9.4,M,0,8.4,Autres,0,305.29
Caniche,4.8,F,0,10.7,Nouvelle-Aquitaine,2,145.27
Labrador,14.5,M,1,21.9,Nouvelle-Aquitaine,1,776.25
Croisé,10.6,F,0,17.0,Hauts-de-France,3,495.78
Beagle,1.7,M,1,11.3,Hauts-de-France,2,135.06
Teckel,0.6,F,1,8.7,Hauts-de-France,0,151.83
Bouledogue français,11.2,M,1,12.4,Île-de-France,1,154.01
Croisé,7.8,F,1,19.9,Occitanie,2,879.88
Golden Retriever,10.1,F,0,28.3,Occitanie,0,134.62
Teckel,4.3,F,1,6.8,Occitanie,0,429.77
Beagle,11.9,M,0,12.2,Auvergne-Rhône-Alpes,1,114.94
Rottweiler,12.9,F,1,43.5,Île-de-France,0,268.01
Rottweiler,3.4,F,1,42.8,Île-de-France,0,519.88
Beagle,11.1,F,1,20.4,Hauts-de-France,2,223.07
Yorkshire,6.8,M,1,4.1,Hauts-de-France,2,20.72
Yorkshire,13.5,F,1,3.4,Hauts-de-France,1,132.88
Croisé,2.9,M,1,20.2,Autres,3,211.9
Croisé,14.3,F,0,21.7,Nouvelle-Aquitaine,4,400.08
Berger Allemand,0.5,F,1,46.0,Auvergne-Rhône-Alpes,2,710.19
Croisé,11.2,F,0,19.4,Île-de-France,1,279.51
Labrador,9.8,M,1,29.8,Île-de-France,3,255.73
Husky,3.3,M,1,33.3,Autres,0,161.49
Yorkshire,12.1,M,1,4.0,Autres,0,72.4
Croisé,2.8,M,1,22.8,Occitanie,1,767.64
Chihuahua,14.5,F,1,3.3,Occitanie,1,127.17
Beagle,5.6,F,1,14.8,Nouvelle-Aquitaine,2,177.83
Yorkshire,10.2,F,1,4.0,Hauts-de-France,1,588.0
Golden Retriever,3.8,M,0,29.4,Hauts-de-France,1,368.52
Teckel,6.2,M,1,8.6,Île-de-France,1,340.82
Yorkshire,8.2,M,1,4.7,Île-de-France,3,606.79
Croisé,14.7,M,1,24.6,Hauts-de-France,1,139.51
Yorkshire,3.6,M,1,5.6,Hauts-de-France,2,237.42
Teckel,13.2,F,0,5.9,Auvergne-Rhône-Alpes,3,193.13
Chihuahua,3.1,F,1,3.4,Occitanie,2,157.42
Yorkshire,14.6,F,1,3.2,Hauts-de-France,2,109.24
Chihuahua,0.7,M,0,3.0,Auvergne-Rhône-Alpes,5,117.65
Labrador,12.9,F,1,28.5,Île-de-France,1,122.64
Caniche,6.1,F,1,8.4,Occitanie,0,79.25
Bouledogue français,3.2,M,0,11.7,Île-de-France,2,604.01
Husky,2.3,M,0,29.8,Autres,1,348.0
Rottweiler,1.6,F,1,63.9,Auvergne-Rhône-Alpes,1,1885.61
Croisé,5.3,M,1,14.0,Nouvelle-Aquitaine,2,205.75
Teckel,9.8,M,1,8.4,Hauts-de-France,1,300.54
Bouledogue français,7.4,F,1,17.0,Occitanie,1,838.14
Bouledogue français,13.8,F,1,12.8,Autres,2,190.52
Bouledogue français,5.6,M,1,10.6,Occitanie,1,48.29
Teckel,4.6,M,0,9.0,Autres,2,103.03
Berger Allemand,5.4,M,0,31.3,Hauts-de-France,3,515.39
Bouledogue français,3.8,M,1,9.1,Occitanie,2,11.07
Beagle,14.6,M,1,13.8,Île-de-France,4,325.51
Golden Retriever,2.5,F,0,27.9,Hauts-de-France,0,215.13
Caniche,9.3,F,0,12.9,Auvergne-Rhône-Alpes,3,1299.16
Teckel,13.3,M,0,8.9,Île-de-France,2,384.83
Croisé,0.9,M,0,15.6,Auvergne-Rhône-Alpes,0,127.31
Berger Allemand,11.5,M,1,34.6,Autres,2,112.37
Yorkshire,10.5,F,1,4.8,Occitanie,0,282.35
Chihuahua,13.3,M,0,3.2,Nouvelle-Aquitaine,0,142.4
Husky,1.6,F,0,23.3,Hauts-de-France,2,255.68
Rottweiler,7.6,F,0,32.3,Île-de-France,4,53.3
Golden Retriever,9.8,F,1,32.9,Autres,1,534.09
Golden Retriever,3.1,M,0,31.7,Autres,0,96.28
Chihuahua,0.6,M,1,2.6,Autres,3,191.47
Golden Retriever,2.4,F,0,32.4,Île-de-France,2,49.62
Rottweiler,1.1,F,0,39.7,Autres,2,167.99
Croisé,2.5,F,0,19.3,Autres,3,367.56
Caniche,13.9,M,1,10.2,Île-de-France,1,428.61
Teckel,12.0,F,1,10.3,Autres,3,370.96
Bouledogue français,4.5,F,1,13.9,Auvergne-Rhône-Alpes,2,131.04
Golden Retriever,6.2,F,0,31.9,Hauts-de-France,0,344.67
Teckel,3.8,M,1,7.4,Occitanie,1,222.28
Labrador,4.7,M,0,24.0,Hauts-de-France,0,522.94
Yorkshire,5.4,M,1,4.3,Occitanie,0,60.43
Husky,12.6,F,1,22.8,Auvergne-Rhône-Alpes,6,450.28
Bouledogue français,3.7,F,0,12.9,Nouvelle-Aquitaine,0,308.36
Yorkshire,8.6,M,1,3.4,Auvergne-Rhône-Alpes,5,238.01
Chihuahua,2.7,M,1,3.7,Hauts-de-France,1,176.89
Labrador,3.0,M,1,29.7,Occitanie,0,19.53
Berger Allemand,4.3,M,0,32.2,Hauts-de-France,0,142.26
Chihuahua,7.0,F,1,3.0,Occitanie,4,196.81
Husky,9.3,M,1,24.2,Auvergne-Rhône-Alpes,2,427.78
Teckel,9.1,M,0,5.4,Autres,2,148.9
Bouledogue français,8.1,F,1,15.0,Hauts-de-France,1,724.87
Beagle,4.8,F,1,18.3,Occitanie,1,172.01
Labrador,12.6,F,0,27.9,Autres,0,495.37
Golden Retriever,11.2,F,0,24.7,Autres,1,356.35
Labrador,13.3,F,1,35.6,Occitanie,2,798.83
Husky,4.1,F,1,25.8,Auvergne-Rhône-Alpes,2,288.6
Beagle,5.9,F,0,17.3,Occitanie,1,412.34
Chihuahua,4.7,M,1,3.1,Autres,1,130.25
Croisé,1.6,F,1,20.6,Occitanie,2,600.31
Teckel,14.4,M,0,7.5,Autres,2,519.85
Labrador,1.9,M,1,30.8,Nouvelle-Aquitaine,1,252.12
Beagle,8.0,M,0,11.9,Nouvelle-Aquitaine,0,29.35
Caniche,10.6,F,0,11.6,Autres,2,463.94
Rottweiler,11.9,F,1,46.9,Autres,0,865.53
Croisé,10.0,M,1,16.6,Auvergne-Rhône-Alpes,2,228.47
Teckel,11.7,M,0,7.3,Hauts-de-France,3,52.39
Chihuahua,8.0,F,0,3.0,Nouvelle-Aquitaine,0,378.89
Chihuahua,12.9,F,0,3.4,Nouvelle-Aquitaine,1,127.05
Croisé,8.0,F,1,23.2,Occitanie,1,501.12
Beagle,13.2,F,1,20.1,Nouvelle-Aquitaine,1,435.37
Caniche,12.9,F,1,11.2,Occitanie,3,206.65
Teckel,6.2,F,0,8.0,Auvergne-Rhône-Alpes,0,116.68
Golden Retriever,14.1,F,1,30.6,Île-de-France,6,471.22
Rottweiler,2.0,M,0,50.7,Hauts-de-France,3,467.03
Croisé,10.0,F,0,18.7,Occitanie,2,46.25
Golden Retriever,11.1,M,0,32.2,Occitanie,1,804.39
Labrador,2.9,F,1,36.4,Occitanie,0,696.14
Croisé,13.2,M,0,21.7,Occitanie,4,417.84
Bouledogue français,12.2,M,0,11.8,Autres,1,120.85
Berger Allemand,2.9,M,1,36.1,Autres,2,22.46
Husky,4.7,M,0,32.6,Nouvelle-Aquitaine,0,1005.22
Teckel,12.2,M,1,8.0,Occitanie,1,264.38
Bouledogue français,11.3,F,1,14.9,Autres,4,376.47
Labrador,14.2,F,1,27.3,Auvergne-Rhône-Alpes,4,324.94
Rottweiler,2.5,M,1,60.7,Nouvelle-Aquitaine,1,1108.96
Berger Allemand,5.6,M,1,38.9,Autres,1,499.56
Croisé,10.4,M,1,10.8,Île-de-France,2,443.59
Yorkshire,14.9,F,1,3.7,Nouvelle-Aquitaine,1,161.31
Husky,8.6,M,1,31.6,Île-de-France,2,80.11
Berger Allemand,6.4,M,1,37.0,Hauts-de-France,0,180.29
Teckel,12.9,M,1,5.2,Auvergne-Rhône-Alpes,1,300.41
Bouledogue français,1.1,M,1,6.7,Autres,2,32.78
Rottweiler,2.0,M,0,60.4,Auvergne-Rhône-Alpes,3,1110.71
Chihuahua,14.2,F,1,3.0,Hauts-de-France,0,130.17
Yorkshire,7.8,F,1,3.3,Occitanie,3,246.55
Yorkshire,10.0,F,1,3.5,Autres,1,52.01
Caniche,8.7,F,1,7.9,Autres,3,126.34
Croisé,3.4,F,1,26.2,Occitanie,1,25.0
Golden Retriever,0.9,M,1,34.2,Autres,1,651.68
Bouledogue français,4.2,M,1,15.0,Autres,0,182.45
Beagle,3.9,M,0,14.6,Nouvelle-Aquitaine,1,188.98
Berger Allemand,1.1,F,0,37.9,Île-de-France,4,772.13
Caniche,14.7,M,0,7.3,Occitanie,4,77.78
Teckel,5.6,F,1,6.4,Autres,0,53.78
Berger Allemand,11.9,M,1,33.3,Nouvelle-Aquitaine,3,338.37
Caniche,3.1,M,0,6.8,Hauts-de-France,0,110.79
Berger Allemand,11.6,M,1,32.0,Auvergne-Rhône-Alpes,4,1258.07
Bouledogue français,11.7,F,1,11.9,Autres,2,325.8
Berger Allemand,14.3,F,1,35.6,Auvergne-Rhône-Alpes,3,674.79
Yorkshire,5.1,F,1,3.2,Auvergne-Rhône-Alpes,0,112.93
Chihuahua,2.6,F,1,3.0,Auvergne-Rhône-Alpes,0,355.09
Labrador,4.7,F,1,30.9,Autres,1,530.05
Berger Allemand,9.5,F,1,34.8,Hauts-de-France,2,634.48
Chihuahua,4.5,M,0,2.7,Occitanie,0,111.77
Chihuahua,13.7,F,1,2.9,Hauts-de-France,0,209.37
Chihuahua,11.1,M,0,2.8,Occitanie,4,366.66
Chihuahua,10.7,F,0,3.2,Île-de-France,2,300.5
Caniche,7.9,M,1,11.6,Hauts-de-France,3,26.24
Rottweiler,2.5,F,1,43.5,Hauts-de-France,0,561.54
Beagle,10.6,M,1,17.3,Nouvelle-Aquitaine,3,713.38
Chihuahua,4.8,M,1,2.6,Nouvelle-Aquitaine,1,182.05
Caniche,4.8,F,1,8.3,Île-de-France,0,271.46
Yorkshire,8.3,F,1,4.8,Autres,2,455.99
Golden Retriever,4.7,M,0,34.1,Île-de-France,1,917.2
Croisé,7.5,F,1,22.1,Île-de-France,3,993.52
Teckel,14.9,M,0,9.1,Île-de-France,3,1754.91
Yorkshire,4.1,M,0,5.2,Nouvelle-Aquitaine,1,319.84
Croisé,1.5,M,0,17.1,Auvergne-Rhône-Alpes,1,677.84
Teckel,10.7,M,0,11.0,Occitanie,1,70.88
Rottweiler,13.6,F,0,37.8,Hauts-de-France,3,793.12
Chihuahua,7.3,F,1,3.0,Île-de-France,1,105.73
Croisé,11.7,F,1,17.3,Auvergne-Rhône-Alpes,3,278.88
Croisé,14.0,F,1,18.0,Île-de-France,2,384.8
Croisé,4.4,M,0,22.4,Auvergne-Rhône-Alpes,2,204.53
Husky,13.5,M,0,30.6,Autres,3,308.23
Golden Retriever,10.0,M,1,31.2,Occitanie,0,165.13
Rottweiler,14.4,M,0,48.5,Occitanie,3,755.0
Berger Allemand,9.0,F,1,22.5,Île-de-France,0,664.58
Rottweiler,14.8,M,0,53.0,Auvergne-Rhône-Alpes,1,149.17
Bouledogue français,3.5,M,0,9.2,Nouvelle-Aquitaine,1,261.39
Rottweiler,13.3,M,1,36.9,Occitanie,3,633.04
Croisé,2.1,F,1,19.2,Île-de-France,2,286.64
Chihuahua,13.3,M,1,2.6,Hauts-de-France,2,119.38
Rottweiler,12.7,M,0,50.7,Nouvelle-Aquitaine,3,221.22
Chihuahua,14.7,F,1,2.6,Occitanie,0,148.51
Chihuahua,7.5,M,0,2.6,Hauts-de-France,0,44.75
Bouledogue français,13.8,F,1,10.2,Auvergne-Rhône-Alpes,2,109.67
Berger Allemand,0.8,M,0,37.2,Autres,2,364.75
Chihuahua,7.7,M,1,2.4,Hauts-de-France,0,251.9
Bouledogue français,4.6,F,1,10.7,Auvergne-Rhône-Alpes,1,522.22
Chihuahua,13.0,F,0,2.8,Occitanie,2,62.82
Bouledogue français,8.2,M,1,10.1,Autres,0,118.95
Berger Allemand,11.2,F,0,38.5,Occitanie,1,602.18
Rottweiler,6.1,M,1,48.9,Autres,0,387.75
Chihuahua,6.3,M,0,3.6,Autres,0,171.6
Rottweiler,14.1,M,0,39.3,Hauts-de-France,2,484.29
Rottweiler,3.3,M,1,48.8,Occitanie,1,842.37
Caniche,7.4,M,1,11.1,Occitanie,2,71.21
Croisé,10.7,F,0,21.7,Autres,1,396.85
Yorkshire,2.1,F,0,4.0,Auvergne-Rhône-Alpes,1,128.0
Croisé,7.3,M,1,20.8,Autres,1,227.04
Teckel,13.2,M,0,7.9,Autres,2,202.55
Teckel,12.4,M,1,8.2,Occitanie,2,112.84
Yorkshire,6.6,F,0,4.4,Autres,4,38.01
Bouledogue français,9.0,M,1,12.1,Hauts-de-France,0,473.27
Berger Allemand,13.4,M,0,41.0,Hauts-de-France,2,961.35
Beagle,2.4,F,1,16.7,Nouvelle-Aquitaine,0,392.4
Beagle,5.8,M,0,15.9,Nouvelle-Aquitaine,0,115.64
Berger Allemand,10.1,M,0,39.8,Hauts-de-France,2,843.89
Chihuahua,11.7,M,1,3.5,Autres,2,197.54
Chihuahua,10.7,M,0,3.4,Île-de-France,3,448.25
Labrador,12.1,M,1,32.6,Autres,2,1107.98
Golden Retriever,11.4,F,1,25.7,Hauts-de-France,3,479.06
Golden Retriever,3.1,F,1,23.5,Occitanie,2,758.33
Teckel,9.0,M,0,9.2,Auvergne-Rhône-Alpes,2,575.95
Bouledogue français,11.7,F,1,8.3,Hauts-de-France,4,567.37
Bouledogue français,2.7,M,1,13.7,Auvergne-Rhône-Alpes,1,463.79
Yorkshire,9.7,F,1,4.1,Hauts-de-France,1,261.91
Chihuahua,10.5,F,1,2.8,Île-de-France,1,420.01
Yorkshire,1.0,M,1,4.2,Nouvelle-Aquitaine,4,33.38
Golden Retriever,5.3,F,1,28.1,Nouvelle-Aquitaine,0,266.05
Labrador,11.8,F,0,35.1,Île-de-France,3,344.78
Caniche,4.1,F,1,11.0,Île-de-France,0,194.44
Berger Allemand,1.4,F,1,41.5,Auvergne-Rhône-Alpes,1,34.08
Berger Allemand,13.9,M,1,29.9,Île-de-France,1,614.21
Rottweiler,6.5,F,1,50.2,Hauts-de-France,1,489.0
Berger Allemand,9.7,M,1,39.9,Île-de-France,2,596.59
Chihuahua,1.1,M,0,2.6,Île-de-France,3,377.15
Caniche,4.0,M,1,7.2,Hauts-de-France,1,265.7
Teckel,3.3,F,1,7.6,Hauts-de-France,1,143.93
Teckel,3.8,M,0,7.0,Auvergne-Rhône-Alpes,1,350.69
Husky,7.2,M,0,20.6,Nouvelle-Aquitaine,0,286.53
Bouledogue français,13.4,M,0,11.6,Autres,3,195.62
Golden Retriever,2.3,F,0,33.4,Hauts-de-France,1,239.73
Teckel,9.4,M,0,6.9,Île-de-France,1,696.92
Golden Retriever,3.5,M,0,29.4,Occitanie,2,527.14
Labrador,12.9,M,0,31.5,Île-de-France,1,620.8
Croisé,3.8,M,0,22.1,Auvergne-Rhône-Alpes,0,496.77
Husky,8.5,F,1,26.0,Occitanie,3,971.49
Teckel,14.7,F,1,6.5,Occitanie,0,131.41
Rottweiler,12.6,M,0,46.8,Île-de-France,1,540.25
Caniche,7.7,M,1,11.4,Nouvelle-Aquitaine,1,844.92
Husky,3.0,F,0,23.2,Occitanie,2,165.4
Golden Retriever,5.1,F,1,30.2,Nouvelle-Aquitaine,0,553.17
Caniche,9.6,F,1,12.2,Occitanie,0,460.24
Caniche,7.8,M,1,10.7,Hauts-de-France,3,340.95
Chihuahua,1.8,M,0,2.5,Auvergne-Rhône-Alpes,3,351.05
Labrador,5.2,M,0,29.4,Autres,2,390.57
Rottweiler,14.1,F,1,44.6,Occitanie,2,814.63
Labrador,1.4,M,0,22.8,Île-de-France,1,531.17
Labrador,5.1,M,1,31.8,Occitanie,3,98.06
Caniche,2.3,F,0,10.7,Auvergne-Rhône-Alpes,0,110.98
Yorkshire,1.4,M,1,3.4,Nouvelle-Aquitaine,1,74.27
Beagle,11.1,F,1,14.9,Auvergne-Rhône-Alpes,3,286.78
Chihuahua,13.2,F,1,3.3,Hauts-de-France,1,166.93
Chihuahua,14.8,M,1,2.2,Île-de-France,2,92.0
Labrador,2.8,F,1,29.9,Auvergne-Rhône-Alpes,0,729.62
Golden Retriever,14.0,F,1,23.0,Île-de-France,1,961.78
Caniche,4.1,F,1,12.7,Nouvelle-Aquitaine,0,174.22
Bouledogue français,5.3,M,1,13.6,Auvergne-Rhône-Alpes,0,308.76
Labrador,1.7,M,1,30.2,Nouvelle-Aquitaine,2,350.25
Yorkshire,2.5,M,1,4.5,Nouvelle-Aquitaine,2,58.23
Labrador,6.2,M,0,34.0,Nouvelle-Aquitaine,0,1027.77
Beagle,4.9,M,1,13.8,Occitanie,0,688.28
Chihuahua,10.9,M,1,3.3,Autres,3,667.45
Yorkshire,2.1,F,1,4.1,Auvergne-Rhône-Alpes,1,186.39
Husky,9.1,F,0,30.5,Occitanie,1,407.97
Rottweiler,3.2,F,0,38.5,Hauts-de-France,1,894.83
Golden Retriever,13.2,F,0,31.6,Auvergne-Rhône-Alpes,5,86.21
Caniche,9.1,F,1,10.5,Hauts-de-France,0,34.29
Golden Retriever,9.6,M,1,24.6,Autres,1,228.67
Croisé,14.0,F,0,16.0,Nouvelle-Aquitaine,3,472.15
Chihuahua,5.8,F,1,3.0,Hauts-de-France,2,129.42
Bouledogue français,4.7,F,1,12.8,Autres,0,223.32
Husky,8.0,M,1,21.8,Autres,0,64.28
Croisé,2.7,M,0,21.2,Hauts-de-France,1,311.15
Rottweiler,5.0,F,0,41.1,Hauts-de-France,1,258.08
Teckel,3.9,F,1,8.7,Nouvelle-Aquitaine,0,71.68
Croisé,7.6,F,0,20.7,Auvergne-Rhône-Alpes,2,778.66
Croisé,13.3,M,1,21.8,Île-de-France,2,236.48
Berger Allemand,10.4,M,1,25.5,Nouvelle-Aquitaine,1,66.62
Labrador,8.7,F,1,25.0,Auvergne-Rhône-Alpes,6,677.46
Husky,1.2,M,1,22.4,Autres,3,51.28
Beagle,5.0,M,0,10.4,Auvergne-Rhône-Alpes,0,19.61
Beagle,2.6,M,0,15.9,Nouvelle-Aquitaine,0,196.71
Bouledogue français,3.8,F,1,10.4,Hauts-de-France,0,532.14
Caniche,2.3,M,0,10.0,Auvergne-Rhône-Alpes,1,380.01
Labrador,10.6,F,0,28.8,Auvergne-Rhône-Alpes,3,462.31
Beagle,13.4,F,1,19.4,Nouvelle-Aquitaine,0,536.54
Rottweiler,12.0,F,1,44.1,Nouvelle-Aquitaine,3,750.88
Yorkshire,12.1,F,1,3.8,Nouvelle-Aquitaine,3,172.81
Croisé,10.9,M,0,18.6,Auvergne-Rhône-Alpes,3,463.36
Husky,10.5,F,1,27.1,Occitanie,2,99.23
Beagle,3.3,F,0,16.3,Autres,0,72.89
Labrador,8.8,F,1,32.5,Autres,1,220.9
Chihuahua,9.3,M,0,4.0,Auvergne-Rhône-Alpes,2,367.02
Yorkshire,6.3,M,0,3.8,Nouvelle-Aquitaine,3,127.04
Caniche,1.7,F,0,8.1,Hauts-de-France,1,144.77
Labrador,11.3,M,0,35.1,Île-de-France,2,533.63
Golden Retriever,1.3,M,1,29.9,Autres,1,590.81
Teckel,5.6,F,1,8.8,Auvergne-Rhône-Alpes,1,85.5
Golden Retriever,4.3,F,1,34.9,Auvergne-Rhône-Alpes,2,337.63
Yorkshire,10.3,M,0,4.1,Hauts-de-France,1,122.89
Bouledogue français,14.3,M,1,12.3,Autres,4,61.22
Husky,6.4,F,1,25.1,Hauts-de-France,1,1387.24
Labrador,2.9,F,0,32.3,Nouvelle-Aquitaine,0,429.1
Chihuahua,9.6,F,1,2.9,Occitanie,1,61.92
Croisé,10.7,F,0,15.4,Occitanie,0,106.79
Labrador,9.9,M,1,29.6,Nouvelle-Aquitaine,1,179.1
Chihuahua,0.5,F,0,2.8,Hauts-de-France,2,23.08
Croisé,1.2,F,1,21.3,Hauts-de-France,3,33.52
Labrador,10.8,F,0,27.0,Hauts-de-France,2,998.0
Beagle,5.3,F,1,14.5,Occitanie,0,137.74
Bouledogue français,3.6,F,1,10.7,Autres,0,59.29
Yorkshire,13.6,F,1,4.2,Autres,0,100.18
Labrador,0.8,M,1,32.5,Autres,4,996.13
Golden Retriever,14.6,F,0,30.5,Nouvelle-Aquitaine,5,199.88
Labrador,13.4,M,0,40.4,Île-de-France,3,2234.1
Husky,11.5,M,0,22.7,Autres,0,315.17
Golden Retriever,9.8,F,0,26.8,Nouvelle-Aquitaine,4,401.23
Croisé,6.6,F,0,23.7,Île-de-France,1,161.9
Chihuahua,13.4,M,0,3.5,Nouvelle-Aquitaine,1,207.99
Bouledogue français,9.4,M,1,10.3,Île-de-France,1,182.73
Rottweiler,2.9,M,0,40.0,Île-de-France,1,665.64
Rottweiler,4.8,F,1,44.4,Occitanie,0,125.18
Chihuahua,11.5,M,1,3.5,Auvergne-Rhône-Alpes,1,289.38
Bouledogue français,3.0,M,0,13.5,Autres,0,102.03
